doc_id,block_id,block_type,caption_text,candidate_rule,confidence,label,rationale,recommended_cleanup_action,risk_if_wrong
doc_0335,p8_b0107,figure_caption,Figure 3. The B.,article_plus_single_letter_fragment,high,safe_to_demote,Caption is only a table/figure marker plus article and one letter; nearby text shows the organism/name continues outside the caption block.,demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real panel-level caption marker could lose caption evidence; current nearby preview makes that unlikely."
doc_0351,p10_b0092,figure_caption,Figure 4.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0351,p6_b0072,figure_caption,Figure 1.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0457,p2_b0020,figure_caption,Fig. 2.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0457,p3_b0034,figure_caption,Fig. 3.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0462,p6_b0065,figure_caption,Fig 4. The C.,article_plus_single_letter_fragment,high,safe_to_demote,Caption is only a table/figure marker plus article and one letter; nearby text shows the organism/name continues outside the caption block.,demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real panel-level caption marker could lose caption evidence; current nearby preview makes that unlikely."
doc_0576,p4_b0031,figure_caption,Fig. 1.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0576,p5_b0041,figure_caption,Fig. 2.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0576,p5_b0047,figure_caption,Fig. 3.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0576,p6_b0059,figure_caption,Fig. 4.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0576,p6_b0065,figure_caption,Fig. 5.,number_only_caption,high,eval_only_noise,"The standalone number is noisy as an eval/probe target, but the next block appears to contain a real figure caption body.",exclude_as_eval_target_or_require_caption_merge_before_cleanup,Direct demotion could split a real caption marker from its descriptive body.
doc_0685,p17_b0161,figure_caption,Figure 3. A.,broken_organism_or_abbreviation_prefix,high,needs_manual_pdf_check,"The block is single-letter-like, but the preview does not strongly prove an organism/name split.",do_not_clean_until_pdf_layout_check,Demoting without visual/layout confirmation could remove a valid panel label or real short caption.
doc_0104,p2_b0022,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0105,p2_b0018,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0119,p2_b0016,table_caption,Table S1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0120,p3_b0025,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0128,p8_b0095,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0128,p8_b0105,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0129,p8_b0095,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0129,p8_b0105,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0151,p2_b0021,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0151,p2_b0025,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0158,p8_b0066,table_caption,Table 1. The K.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0161,p12_b0066,table_caption,Table S3. C.,broken_organism_or_abbreviation_prefix,high,needs_manual_pdf_check,"The block is single-letter-like, but the preview does not strongly prove an organism/name split.",do_not_clean_until_pdf_layout_check,Demoting without visual/layout confirmation could remove a valid panel label or real short caption.
doc_0167,p3_b0032,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0170,p2_b0016,table_caption,Table S1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0172,p2_b0021,table_caption,Table S1. The E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0192,p3_b0027,table_caption,Table 2. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0192,p4_b0038,table_caption,Table 2. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0195,p3_b0027,table_caption,Table 2. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0195,p4_b0038,table_caption,Table 2. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0196,p3_b0021,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0202,p2_b0024,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0212,p2_b0018,table_caption,Table S1. The E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0268,p4_b0069,table_caption,Table 2.,number_only_caption,high,keep_as_caption,The number-only block appears to be the table marker for a real caption whose title/body is in the next block.,protect_from_length_or_number_only_cleanup,Demoting this could lose table-caption evidence unless a future merger preserves the adjacent title.
doc_0316,p7_b0069,table_caption,Table S1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0353,p7_b0026,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0356,p9_b0076,table_caption,Table S1.,number_only_caption,high,keep_as_caption,The number-only block appears to be the table marker for a real caption whose title/body is in the next block.,protect_from_length_or_number_only_cleanup,Demoting this could lose table-caption evidence unless a future merger preserves the adjacent title.
doc_0387,p2_b0017,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0387,p3_b0032,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0388,p3_b0024,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0436,p10_b0075,table_caption,Table S1. P.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0436,p14_b0121,table_caption,Table S1. P.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0437,p1_b0014,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0490,p2_b0023,table_caption,Table 1.,number_only_caption,high,keep_as_caption,The number-only block appears to be the table marker for a real caption whose title/body is in the next block.,protect_from_length_or_number_only_cleanup,Demoting this could lose table-caption evidence unless a future merger preserves the adjacent title.
doc_0510,p3_b0032,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0512,p2_b0021,table_caption,Table S1. The E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0518,p3_b0029,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0533,p2_b0016,table_caption,Table S1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0661,p2_b0017,table_caption,Table S1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0671,p3_b0027,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0679,p3_b0027,table_caption,Table 1. E.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0683,p3_b0022,table_caption,Table 1. S.,broken_organism_or_abbreviation_prefix,high,safe_to_demote,"Nearby preview shows a split organism or abbreviation prefix, e.g. E. + coli / S. + cerevisiae, rather than a standalone caption.",demote_fragment_caption_preserve_text_with_cleanup_metadata,"If wrong, a real caption mentioning an abbreviated organism could be demoted; require the continuation evidence in 5D-3."
doc_0009,p4_b0038,figure_caption,Fig. 2. 2.,very_short_no_semantic_anchor,medium,eval_only_noise,The block is a table/figure marker plus a section/list number; useful to filter from probes but not enough for automatic parsed cleanup.,exclude_from_eval_targets; no parsed cleanup by default,Could be a real caption continuation marker or layout artifact.
doc_0028,p7_b0075,figure_caption,Supplementary Figure 1. Data are in given Supplementary Table 3.,supplementary_reference_fragment,medium,eval_only_noise,Text reads like an in-text reference to supplementary material rather than a standalone parsed caption.,exclude_from_eval_targets; consider cleanup only with explicit in_text_reference rule,Cleaning too broadly could demote real supplementary table/figure captions.
doc_0046,p5_b0044,figure_caption,Fig. 4. Confirmation of the GSO6.,very_short_no_semantic_anchor,low,keep_as_caption,Short text still has enough descriptive content to plausibly be a real caption.,protect_short_descriptive_caption,Demotion could remove concise but real caption evidence.
doc_0094,p3_b0033,figure_caption,Supplementary Figure 1. The plasmid map is provided in Supplementary Files.,supplementary_reference_fragment,medium,eval_only_noise,Text reads like an in-text reference to supplementary material rather than a standalone parsed caption.,exclude_from_eval_targets; consider cleanup only with explicit in_text_reference rule,Cleaning too broadly could demote real supplementary table/figure captions.
doc_0109,p3_b0039,figure_caption,Fig. 3. 3.,very_short_no_semantic_anchor,medium,eval_only_noise,The block is a table/figure marker plus a section/list number; useful to filter from probes but not enough for automatic parsed cleanup.,exclude_from_eval_targets; no parsed cleanup by default,Could be a real caption continuation marker or layout artifact.
doc_0123,p2_b0020,figure_caption,Fig. 1. (A).,very_short_no_semantic_anchor,medium,uncertain,"Short caption lacks anchors, but nearby parsed text is insufficient for safe cleanup.",do_not_clean_without_more_review,"Could preserve noise, or could demote a valid compact caption."
doc_0150,p8_b0063,figure_caption,Fig. 6. Fig.,very_short_no_semantic_anchor,medium,eval_only_noise,Continuation/in-text-reference marker is too weak to use as a caption-level eval target.,exclude_from_eval_targets; no parsed cleanup by default,Some continued captions are valid and should not be demoted automatically.
doc_0166,p7_b0069,figure_caption,Fig. 4).,very_short_no_semantic_anchor,medium,uncertain,"Short caption lacks anchors, but nearby parsed text is insufficient for safe cleanup.",do_not_clean_without_more_review,"Could preserve noise, or could demote a valid compact caption."
doc_0183,p3_b0030,figure_caption,FIGURE 1 3 of 12,very_short_no_semantic_anchor,medium,safe_to_demote,Caption text matches a page header/footer pattern rather than a content caption.,demote_page_header_like_caption_preserve_text_with_cleanup_metadata,"If wrong, a continuation caption could be demoted; require exact page-count pattern."
doc_0183,p5_b0047,figure_caption,FIGURE 3 5 of 12,very_short_no_semantic_anchor,medium,safe_to_demote,Caption text matches a page header/footer pattern rather than a content caption.,demote_page_header_like_caption_preserve_text_with_cleanup_metadata,"If wrong, a continuation caption could be demoted; require exact page-count pattern."
doc_0183,p7_b0062,figure_caption,FIGURE 4 7 of 12,very_short_no_semantic_anchor,medium,safe_to_demote,Caption text matches a page header/footer pattern rather than a content caption.,demote_page_header_like_caption_preserve_text_with_cleanup_metadata,"If wrong, a continuation caption could be demoted; require exact page-count pattern."
doc_0198,p4_b0038,figure_caption,Fig. 2. 2.,very_short_no_semantic_anchor,medium,eval_only_noise,The block is a table/figure marker plus a section/list number; useful to filter from probes but not enough for automatic parsed cleanup.,exclude_from_eval_targets; no parsed cleanup by default,Could be a real caption continuation marker or layout artifact.
doc_0219,p12_b0225,figure_caption,"Figure 1. Genome research, 14, 1188–1190.",very_short_no_semantic_anchor,medium,uncertain,"Short caption lacks anchors, but nearby parsed text is insufficient for safe cleanup.",do_not_clean_without_more_review,"Could preserve noise, or could demote a valid compact caption."
doc_0257,p11_b0120,figure_caption,SUPPLEMENTARY FIGURE S2 Effect of 2′-FL on neuritogenesis.,supplementary_reference_fragment,medium,keep_as_caption,"Despite being supplementary, the block has enough descriptive title content to be a real caption.",protect_supplementary_caption_with_descriptive_title,Demotion would lose real supplementary figure/table caption evidence.
doc_0301,p6_b0042,figure_caption,Figure 3. Cont.,very_short_no_semantic_anchor,medium,eval_only_noise,Continuation/in-text-reference marker is too weak to use as a caption-level eval target.,exclude_from_eval_targets; no parsed cleanup by default,Some continued captions are valid and should not be demoted automatically.
